character,dialogue,movie
Tony Stark,"Okay, what do we got here? His name is an ancient Chinese war mantle, meaning ""adviser to the King"". South American insurgency tactics, talks like a Baptist preacher. There's lots of pageantry going on here...lots of theater. [Tony pushes the virtual information down to close] Close. [Tony looks at the virtual crime scene reconstruction]",iron_man_3
jarvis,The heat from the blast was in excess of 3000 degrees Celsius. Any subjects within 12.5 yards were vaporized instantly.,iron_man_3
Tony Stark,No bomb parts found in a three mile radius of the Chinese theater.,iron_man_3
jarvis,"No, sir.",iron_man_3
Tony Stark,"Talk to me, Happy. [in the virtual reconstruction, Tony sees Hogan pointing his finger at some dog tags] When is a bomb not a bomb? [Tony picks up the virtual image of the dog tags to investigate them further] When is a bomb not a bomb? [Tony picks up the virtual image of the dog tags to investigate them further] Any military victims?",iron_man_3
jarvis,"Not according to public records, sir.",iron_man_3
Tony Stark,"Bring up the thermogenic signatures again, factor in three thousand degrees.",iron_man_3
jarvis,The oracle cloud has completed analysis. Accessing satellites and plotting the last twelve months of thermogenic occurrence now.,iron_man_3
Tony Stark,"Take away everywhere that there's been a Mandarin attack. [Tony looks at the information popping up] Nope. [he sees an attack in Rose Hill, Tennessee] That. You sure that's not one of his?",iron_man_3
jarvis,It predates any known Mandarin attack. The incident was the use of a bomb to assist a suicide.,iron_man_3
Tony Stark,Bring it around.,iron_man_3
jarvis,The heat signature is remarkably similar. Three thousand degrees Celsius. [Tony looks at all the information being presented on the Tennessee attack],iron_man_3
Tony Stark,"That's two military guys. Ever been to Tennessee, Jarvis?",iron_man_3
jarvis,"Creating a flight plan for Tennessee. [as Tony is about to get ready to leave for Tennessee, he hears his door bell ring]",iron_man_3
Tony Stark,"Are we still at ""ding-dong""? We're supposed to be on total security lock down. Come on, I threatened a terrorist. Who is that?",iron_man_3
jarvis,"There's only so much I can do, sir, when you give the world's press your home address. [we see Maya standing outside Tony's house, the glass doors are opened and she enters]",iron_man_3
Tony Stark,"Right there's fine. [Tony dressed in his Iron Man suit walks toward her] You're not the Mandarin, are you? Are you?",iron_man_3
maya hansen,You don't remember. Why am I not surprised?,iron_man_3
Tony Stark,"Don't take it personally, I don't remember what I had for breakfast.",iron_man_3
jarvis,"Gluten-free waffles, sir.",iron_man_3
Tony Stark,That's right.,iron_man_3
maya hansen,"Okay, look, I need to be alone with you. Someplace not here, it's urgent.",iron_man_3
Tony Stark,"Normally, I'd go for that sort of thing, but now I'm in a committed relationship. [as he turns to walk into the living room, two bags are thrown down from the above balcony] It's...with her.",iron_man_3
Pepper Potts,"Tony, is somebody there? [Tony steps out of his suit]",iron_man_3
Tony Stark,"Yeah, it's Maya Hansen. Old botanist pal that I used to know, barely. [as Pepper starts walking downstairs, Tony moves towards Maya and speaks quietly] Please don't tell me that there is a twelve year-old kid waiting in the car that I've never met.",iron_man_3
maya hansen,"He's thirteen. And no, I need your help.",iron_man_3
Tony Stark,What...what for? Why now?,iron_man_3
maya hansen,"Because I read the papers, and, frankly, I don't think you'll last the week.",iron_man_3
Tony Stark,I'll be fine.,iron_man_3
Pepper Potts,"I'm sorry. With Happy in the hospital, I didn't know we were expecting guests.",iron_man_3
Tony Stark,We weren't.,iron_man_3
maya hansen,"No, I...",iron_man_3
Pepper Potts,And old girlfriends!,iron_man_3
Tony Stark,She's not really.,iron_man_3
maya hansen,"No, not really. It...it was just one night.",iron_man_3
Tony Stark,Yep.,iron_man_3
Pepper Potts,"That's how you did it, isn't it? Yep.",iron_man_3
Tony Stark,It was a great night.,iron_man_3
Pepper Potts,"Well, you know...",iron_man_3
maya hansen,Yeah.,iron_man_3
Pepper Potts,You have saved yourself a world of pain.,iron_man_3
maya hansen,I'm sure.,iron_man_3
Tony Stark,What?,iron_man_3
Pepper Potts,Trust me. [to Tony] We're going out of town.,iron_man_3
Tony Stark,"Okay, we've been through this. Nope.",iron_man_3
Pepper Potts,Yep!,iron_man_3
Tony Stark,The man says no.,iron_man_3
Pepper Potts,Immediately and indefinitely!,iron_man_3
Tony Stark,Honey...,iron_man_3
maya hansen,Great idea. Let's go. I'll...,iron_man_3
Tony Stark,I'm sorry. That's a terrible idea. Please don't touch her bags.,iron_man_3
Pepper Potts,"Tony, this is how normal people behave.",iron_man_3
Tony Stark,I can't protect you out there. I challenged... [Maya notices giant stuffed rabbit Tony had bought for Pepper],iron_man_3
maya hansen,Is...is that normal?,iron_man_3
Tony Stark,"Yes, this is normal!",iron_man_3
Pepper Potts,"Sadly, that...is very normal.",iron_man_3
Tony Stark,"It's a big bunny, relax about it!",iron_man_3
Pepper Potts,Calm down!,iron_man_3
Tony Stark,I got this for you.,iron_man_3
Pepper Potts,I'm aware of that.,iron_man_3
Tony Stark,You still haven't even told me that you liked it!,iron_man_3
Pepper Potts,I don't like it!,iron_man_3
Tony Stark,"I asked you three... You don't like it?! [as Tony and Pepper are bickering, Maya notices on the TV that helicopters are coming toward Tony's home]",iron_man_3
Pepper Potts,"Tony, we are leaving the house; that's not even up for discussion.",iron_man_3
Tony Stark,I said no.,iron_man_3
maya hansen,"Guys, can we um...",iron_man_3
Tony Stark,What?,iron_man_3
maya hansen,"[she points to the bomb heading straight for the house, the house is suddenly hit, as everything explodes around them, Tony manages to get his Iron Man suit onto Pepper to protect her from the fall, Tony looks over to Maya, who's lying unconscious on the ground, as the ceiling is about to fall on Tony, Pepper saves him with the Iron Man suit] Do we need to worry about that?",iron_man_3
Pepper Potts,I got you.,iron_man_3
Tony Stark,"I got you first. Like I said, we can't stay here. [the helicopters starts shooting at the house] Move! I'm right behind! [as they run to get out, the floor in front of Tony collapses, Pepper manages to get on the other side] Get her, I'm gonna find a way around. [Pepper hesitates] Stop stopping! Get her, get outside! Go! [Pepper manages to grab Maya and use the Iron Man suit to get them safely out of the house, but the house gets further destroyed as the helicopters continue to fire on it]",iron_man_3
Pepper Potts,Oh my God. Tony! [back inside as the house is being destroyed around Tony],iron_man_3
jarvis,"Sir, Miss Potts is clear of the structure. [Tony motions for his Iron Man suit to come off Pepper and onto him]",iron_man_3
Tony Stark,"Jarvis, where's my flight power?!",iron_man_3
jarvis,"Working on it, sir. This is a prototype. [Tony manages to use his suit to destroy one of the helicopters]",iron_man_3
Tony Stark,That's one.,iron_man_3
jarvis,"Sir, the suit is not combat-ready. [Tony manages to get away from the bullets being fired at him from one of the remaining helicopters and again uses his suit to bring down the helicopter]",iron_man_3
Tony Stark,"That's two. [as the helicopter explodes it crashes into the house, the remaining helicopter continues on shooting at the house, finally the remains of house with Tony inside fall into the ocean, Pepper runs to the edge of the cliff and looks down into the ocean] Tony! [in the water, Tony starts to feel like he's drowning]",iron_man_3
jarvis,"Sir, take a deep breath. [after a few moments Tony's suit gets its flight power activated by Jarvis] Flight power restored. [finally Tony manages to fly out of the ocean [inside the suit Jarvis tries to wake Tony] Sir. Sir!",iron_man_3
Tony Stark,"Alright, kill the alarm. I got it.",iron_man_3
jarvis,"That's the emergency alert triggered by the power dropping below five percent. [Tony notices that he's flying through the snow at night, he falls and crashes into the ground in the middle of a forest, he takes off his face helmet as he lies on the ground catching his breath]",iron_man_3
Tony Stark,"It's snowing, right? Where are we, upstate?",iron_man_3
jarvis,"We're five miles outside of Rose Hills, Tennessee.",iron_man_3
Tony Stark,"Why?! Jarvis! Not my idea! What are we doing here? This is thousands of miles away, I gotta get Pepper, I gotta...",iron_man_3
jarvis,I prepared a flight plan. This was the location.,iron_man_3
Tony Stark,Who asked you? Open the suit.,iron_man_3
jarvis,"I...I think I may be malfunctioning, sir.",iron_man_3
Tony Stark,Open eject. [the suit gets off Tony and he sits up] That's brisk! [as Tony starts to feel the cold weather] Maybe I'll just cozy back up for a bit.,iron_man_3
jarvis,"I actually think I need to sleep now, sir. [the suit loses power]",iron_man_3
Tony Stark,"Jarvis. Jarvis? Don't leave me, buddy. [Tony drags the suit to a petrol station and makes a call to Pepper]",iron_man_3
Tony Stark,"Pepper, it's me. I've got a lot of apologies to make and not a lot of time. So first off, I'm so sorry I put you in harm's way. That was selfish and stupid and it won't happen again. Also, it's Christmas time, the rabbit's too big. Done. Sorry. And I'm sorry in advance because...I can't come home yet. I need to find this guy. You gotta stay safe. That's all I know. I just stole a poncho from a wooden Indian. [Tony drags the suit to an abandoned looking farmhouse, he places the suit on a couch and sits next to it] Let's get you comfy. [he places its hand by its side] You happy now? [as Tony tries to fix the micro-repeater implants in his arm a boy stands by the doorway and points his toy gun at Tony]",iron_man_3
harley keener,Freeze! Don't move.,iron_man_3
Tony Stark,"You got me. Nice potato gun. Barrel's a little long. Between that and the wide gauge, it's gonna diminish your FPS. [the boy points his gun at a glass on a shelf and shoots at it, breaking the glass] And now you're out of ammo.",iron_man_3
harley keener,What's that thing on your chest?,iron_man_3
Tony Stark,"It's a electromagnet. You should know, you've got a box of them right here.",iron_man_3
harley keener,What does it power? [Tony stands and points the desk light at his suit sitting on the couch behind him] Oh my God! [Harley drops his toy gun and takes a step towards Tony] That...that's... Is that Iron Man?,iron_man_3
Tony Stark,"Technically, I am.",iron_man_3
Tony Stark,A valid point.,iron_man_3
harley keener,[referring to the suit as he sits next to it on the couch checking it out] What happened to him?,iron_man_3
Tony Stark,"Life. I built him, I take care of him, I'll fix him.",iron_man_3
harley keener,Like a mechanic?,iron_man_3
Tony Stark,Yeah.,iron_man_3
harley keener,Oh. If I was building Iron Man and War Machine...,iron_man_3
Tony Stark,It's Iron Patriot now.,iron_man_3
harley keener,That's way cooler!,iron_man_3
Tony Stark,"No, it's not.",iron_man_3
harley keener,"Anyways, I would have added in um... the retro...",iron_man_3
Tony Stark,Retroreflective panels?,iron_man_3
harley keener,To make him stealth mode.,iron_man_3
Tony Stark,You want a stealth mode?,iron_man_3
harley keener,"Cool, right?",iron_man_3
Tony Stark,That's actually a good idea. Maybe I'll build one.,iron_man_3
harley keener,"[as he touches the suit, Harley accidentally snaps off one of its fingers] Oops!",iron_man_3
Tony Stark,"Not a good idea! What are you doing? You're gonna break his finger? He's in pain, he's been injured. Leave him alone.",iron_man_3
harley keener,Sorry.,iron_man_3
Tony Stark,"Are you? Don't worry about it, I'll fix it. So, uh, who's home?",iron_man_3
harley keener,"Well, my mom already left for the diner and dad went to 7-Eleven to get scratchers. I guess he won, 'cause that was six years ago.",iron_man_3
Tony Stark,"a laptop, a digital watch, a cell phone, the pneumatic actuator from your bazooka over there, a map of town, a big spring, and a tuna fish sandwich.",iron_man_3
harley keener,What's in it for me?,iron_man_3
Tony Stark,Salvation. What's his name?,iron_man_3
harley keener,Who?,iron_man_3
Tony Stark,"The kid that bullies you at school, what's his name?",iron_man_3
harley keener,How'd you know that?,iron_man_3
Tony Stark,"I got just the thing. [he opens a compartment on the suit and takes out a metal object] This is a pinata for a cricket. I'm kidding, it's a very powerful weapon. Point it away from your face, press the button on top. It discourages bullying. Non-lethal, just to cover one's ass. [Harley reaches out to take it, but Tony pulls his hand away] Deal? Deal? What'd you say?",iron_man_3
harley keener,Deal.,iron_man_3
Tony Stark,Deal? [Tony gives the object to Harley] What's you're name?,iron_man_3
harley keener,Harley. And you're...,iron_man_3
Tony Stark,"The mechanic. Tony [Tony looks at Harley for a moment] You know what keeps going through my head? Where's my sandwich? back at Tony's house, which is now surrounded by emergency rescue and news reporters, Pepper stands alone and looks at one of Tony's shattered Iron Man helmets, she notices a red flashing light inside the helmet and as she puts the helmet on she receives the message Tony had left her earlier] Pepper, it's me. I've got a lot of apologies to make and not a lot of time. So first off, I'm so sorry I put you in harm's way. That was selfish and stupid and it won't happen again. [later that night as Pepper drives Maya home]",iron_man_3
